Address,Building Name,Zip Code,Sub-Market,Bed,Bath,Avg SF,# Units,Mix %,Units Available - Units,Units Available - Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions - %,Year Built,Year Renovated,Units,Land (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Balcony,Walk Score,Transit Score,1-Mile Population,1-Mile Median Household Income,Miles from Domain,Miles fom Downtown,,
8800 S 1st St,James on South First,78748,South Austin MF,2,2,1081,18,0.072,5,0.278,1555,1.44,1549,1.43,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
8800 S 1st St,James on South First,78748,South Austin MF,2,2,1151,16,0.064,4,0.25,1440,1.25,1434,1.25,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
8800 S 1st St,James on South First,78748,South Austin MF,3,2,1301,30,0.12,6,0.2,1665,1.28,1658,1.27,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,1,1,556,32,0.075,4,0.125,965,1.74,958,1.72,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,1,1,617,24,0.056,3,0.125,1003,1.63,996,1.61,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,1,1,692,50,0.117,4,0.08,974,1.41,967,1.4,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,1,1,798,60,0.141,3,0.05,1039,1.3,1032,1.29,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,1,1,813,96,0.225,7,0.073,1098,1.35,1090,1.34,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,2,1,956,24,0.056,0,0,1215,1.27,1206,1.26,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,2,1,1084,44,0.103,9,0.205,1280,1.18,1271,1.17,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,2,2,1010,36,0.085,3,0.083,1252,1.24,1243,1.23,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,2,2,1181,40,0.094,4,0.1,1387,1.17,1377,1.17,0.007,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,3,2,1307,8,0.019,0,0,1700,1.3,1683,1.29,0.01,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10001 S 1st St,Estates At Southpark Meadows,78748,Southpark Meadows MF,3,2,1388,12,0.028,2,0.167,1714,1.23,1697,1.22,0.01,2008,,426,26.96,6.3,Yes in unit,1,1,1,29,41,11084,69454,22.06,10.02,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,1,1,700,84,0.344,8,0.095,1076,1.54,1066,1.52,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,1,1,836,39,0.16,0,0,1152,1.38,1142,1.37,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,2,1,910,21,0.086,1,0.048,1162,1.28,1151,1.27,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,2,1,1055,2,0.008,1,0.5,1378,1.31,1366,1.29,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,2,2,1055,36,0.148,1,0.028,1354,1.28,1342,1.27,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,2,2,1163,20,0.082,3,0.15,1384,1.19,1371,1.18,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,2,2,1212,30,0.123,2,0.067,1453,1.2,1440,1.19,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
10101 S 1st St,Terraces at Southpark Meadows,78748,Southpark Meadows MF,3,2,1348,12,0.049,0,0,1716,1.27,1701,1.26,0.009,2008,,244,19.67,8.6,Yes but not in unit,1,0,0,25,39,10591,74227,21.67,9.63,,
2915 Aftonshire Way,Landmark at Prescott Woods,78748,Cherry Creek MF,1,1,508,1,0.003,1,1,813,1.6,727,1.43,0.106,1985,,363,12.54,5,no,1,0,0,27,26,13775,78273,21.67,12.34,,
2915 Aftonshire Way,Landmark at Prescott Woods,78748,Cherry Creek MF,1,1,516,126,0.347,-,-,1033,2,924,1.79,0.106,1985,,363,12.54,5,no,1,0,0,27,26,13775,78273,21.67,12.34,,
2915 Aftonshire Way,Landmark at Prescott Woods,78748,Cherry Creek MF,1,1,664,136,0.375,6,0.044,829,1.25,742,1.12,0.106,1985,,363,12.54,5,no,1,0,0,27,26,13775,78273,21.67,12.34,,
2915 Aftonshire Way,Landmark at Prescott Woods,78748,Cherry Creek MF,2,2,911,36,0.099,6,0.167,962,1.06,956,1.05,0.006,1985,,363,12.54,5,no,1,0,0,27,26,13775,78273,21.67,12.34,,
2915 Aftonshire Way,Landmark at Prescott Woods,78748,Cherry Creek MF,2,2,1004,64,0.176,6,0.094,1051,1.05,1044,1.04,0.006,1985,,363,12.54,5,no,1,0,0,27,26,13775,78273,21.67,12.34,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,1,1,672,30,0.091,3,0.1,1084,1.61,1084,1.61,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,1,1,768,156,0.473,16,0.103,1256,1.63,1256,1.63,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,1,1,773,18,0.055,1,0.056,1375,1.78,1375,1.78,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,1,1,843,30,0.091,3,0.1,1259,1.49,1259,1.49,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,2,2,1015,36,0.109,9,0.25,1495,1.47,1495,1.47,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,2,2,1114,24,0.073,4,0.167,1592,1.43,1592,1.43,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,2,2,1215,24,0.073,12,0.5,1507,1.24,1507,1.24,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10600 Brezza Ln,Landmark at Prescott Woods,78748,Southpark Meadows MF,3,2,1287,12,0.036,1,0.083,2340,1.82,2340,1.82,0,2017,,330,19.06,15.2,no,1,0,0,34,33,8968,74938,22.09,10.05,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,587,48,0.12,6,0.125,1059,1.8,962,1.64,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,635,59,0.148,4,0.068,1275,2.01,1158,1.82,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,636,7,0.018,6,0.857,999,1.57,907,1.43,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,704,60,0.15,10,0.167,1140,1.62,1035,1.47,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,749,60,0.15,5,0.083,1221,1.63,1109,1.48,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,812,33,0.083,0,0,1375,1.69,1249,1.54,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,862,12,0.03,8,0.667,1250,1.45,1135,1.32,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,1,1,921,10,0.025,4,0.4,1375,1.49,1249,1.36,0.092,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,2,1,882,24,0.06,2,0.083,1378,1.56,1263,1.43,0.083,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,2,2,976,29,0.073,4,0.138,1541,1.58,1413,1.45,0.083,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,2,2,1131,22,0.055,4,0.182,1600,1.41,1467,1.3,0.083,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,2,2,1216,16,0.04,4,0.25,1894,1.56,1737,1.43,0.083,2017,,400,24.53,7.8,Yes in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,3,2,1367,8,0.02,4,0.5,2000,1.46,1834,1.34,0.083,2017,,400,24.53,7.8,Yes but not in unit,0,1,1,31,23,10548,78705,21.85,9.81,,
10500 S Interstate 35,Lenox Springs,78748,Southpark Meadows MF,3,2.5,1704,12,0.03,2,0.167,2225,1.31,2040,1.2,0.083,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,1,1,626,40,0.179,6,0.15,955,1.53,931,1.49,0.026,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,1,1,630,1,0.004,1,1,950,1.51,925,1.47,0.026,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,1,1,738,38,0.17,3,0.079,975,1.32,950,1.29,0.026,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,1,1,759,48,0.214,6,0.125,985,1.3,960,1.26,0.026,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,1,1,858,1,0.004,1,1,1095,1.28,1066,1.24,0.026,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,2,1,988,1,0.004,1,1,1255,1.27,1244,1.26,0.009,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,2,2,900,1,0.004,1,1,1305,1.45,1294,1.44,0.008,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,2,2,995,37,0.165,6,0.162,1250,1.26,1240,1.25,0.008,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,2,2,1087,56,0.25,6,0.107,1230,1.13,1220,1.12,0.008,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
10801 Old Manchaca Rd,Saddle Creek Apartments,78748,Slaughter Creek MF,2,2,1159,1,0.004,1,1,1404,1.21,1392,1.2,0.009,2001,,224,13.74,7.6,Yes but not in unit,0,1,1,29,0,12803,81740,23.14,11.92,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,1,1,582,26,0.094,6,0.231,1059,1.82,1050,1.8,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,1,1,649,26,0.094,8,0.308,1069,1.65,1060,1.63,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,1,1,726,26,0.094,16,0.615,1124,1.55,1114,1.53,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,1,1,829,25,0.091,7,0.28,1209,1.46,1198,1.45,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,1,1,915,25,0.091,3,0.12,1339,1.46,1327,1.45,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,964,21,0.076,9,0.429,1434,1.49,1421,1.47,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,1060,21,0.076,3,0.143,1479,1.4,1466,1.38,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,1155,21,0.076,0,0,1529,1.32,1516,1.31,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,1160,21,0.076,4,0.191,1549,1.34,1535,1.32,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,1198,21,0.076,2,0.095,1539,1.28,1525,1.27,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,2,2,1230,21,0.076,1,0.048,1644,1.34,1630,1.32,0.009,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,3,2,1388,11,0.04,1,0.091,2019,1.45,1999,1.44,0.01,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
1900 Onion Creek Pky,PURE Creekside at Onion Creek,78748,Southpark Meadows MF,3,2,1396,11,0.04,2,0.182,1834,1.31,1816,1.3,0.01,2015,,276,13.58,9.1,Yes but not in unit,1,1,1,33,0,6844,80881,23.02,10.98,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,582,42,0.074,5,0.119,987,1.7,980,1.68,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,648,100,0.175,3,0.03,1000,1.54,993,1.53,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,649,2,0.004,2,1,995,1.53,988,1.52,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,725,126,0.221,5,0.04,1046,1.44,1038,1.43,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,831,56,0.098,2,0.036,1085,1.31,1078,1.3,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,862,2,0.004,1,0.5,1240,1.44,1232,1.43,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,1,1,921,32,0.056,1,0.031,1166,1.27,1158,1.26,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,963,72,0.126,7,0.097,1314,1.36,1305,1.35,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,1059,46,0.081,1,0.022,1320,1.25,1311,1.24,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,1060,10,0.018,1,0.1,1505,1.42,1495,1.41,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,1160,26,0.046,3,0.115,1584,1.37,1573,1.36,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,1181,20,0.035,0,0,-,-,-,-,-,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,2,2,1202,10,0.018,1,0.1,1465,1.22,1455,1.21,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,3,2,1321,14,0.025,1,0.071,1650,1.25,1639,1.24,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,3,2,1350,4,0.007,0,0,2120,1.57,2105,1.56,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
715 W Slaughter Ln,IMT Southpark North,78748,Mary Moore Park MF,3,2,1388,8,0.014,0,0,1592,1.15,1581,1.14,0.007,2014,,570,14.32,5.8,Yes in unit,1,1,0,53,38,15322,64247,21.9,9.86,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,1,1,690,66,0.214,17,0.258,1197,1.73,1153,1.67,0.036,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,1,1,840,48,0.156,16,0.333,1265,1.51,1218,1.45,0.036,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,2,1,918,35,0.114,5,0.143,1362,1.48,1319,1.44,0.031,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,2,2,1016,80,0.26,13,0.163,1479,1.46,1433,1.41,0.031,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,2,2,1096,1,0.003,1,1,1450,1.32,1405,1.28,0.031,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,2,2,1133,36,0.117,7,0.194,1350,1.19,1308,1.15,0.031,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,3,2,1362,3,0.01,2,0.667,1727,1.27,1686,1.24,0.024,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
420 Slaughter Ln W,Waterstone,78748,South Austin MF,3,2,1384,39,0.127,0,0,1837,1.33,1793,1.3,0.024,2006,,308,16.31,20.5,no,1,1,0,50,40,13852,62692,21.48,9.44,,
5001 Convict Hill Rd,Nichols Park,78749,Western Oaks MF,1,1,503,42,0.21,2,0.048,935,1.86,932,1.85,0.004,1985,,200,8.54,2,no,1,1,0,28,26,13024,92781,18.43,10.4,,
5001 Convict Hill Rd,Nichols Park,78749,Western Oaks MF,1,1,565,42,0.21,6,0.143,925,1.64,922,1.63,0.004,1985,,200,8.54,2,no,1,1,0,28,26,13024,92781,18.43,10.4,,
5001 Convict Hill Rd,Nichols Park,78749,Western Oaks MF,1,1,608,42,0.21,4,0.095,945,1.55,942,1.55,0.004,1985,,200,8.54,2,no,1,1,0,28,26,13024,92781,18.43,10.4,,
5001 Convict Hill Rd,Nichols Park,78749,Western Oaks MF,2,2,842,42,0.21,0,0,1146,1.36,1140,1.35,0.005,1985,,200,8.54,2,no,1,1,0,28,26,13024,92781,18.43,10.4,,
5001 Convict Hill Rd,Nichols Park,78749,Western Oaks MF,2,2,885,32,0.16,2,0.063,1185,1.34,1180,1.33,0.005,1985,,200,8.54,2,no,1,1,0,28,26,13024,92781,18.43,10.4,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,1,1,647,50,0.126,8,0.16,1230,1.9,1220,1.89,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,1,1,735,54,0.136,8,0.148,1255,1.71,1245,1.69,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,1,1,810,50,0.126,1,0.02,1175,1.45,1166,1.44,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,1,1,910,50,0.126,0,0,1095,1.2,1086,1.19,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,2,2,1028,50,0.126,10,0.2,1310,1.27,1300,1.26,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,2,2,1136,50,0.126,0,0,1410,1.24,1399,1.23,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,2,2,1300,64,0.162,0,0,1360,1.05,1349,1.04,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4201 Monterey Oaks Blvd,Sedona Springs,78749,East Oak Hill MF,3,2,1248,28,0.071,1,0.036,1625,1.3,1612,1.29,0.008,1996,,396,31.32,7.1,Yes but not in unit,1,0,1,40,24,8568,89382,16.62,8.59,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,1,1,696,105,0.244,30,0.286,1097,1.58,1090,1.57,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,1,1,889,100,0.233,13,0.13,1205,1.36,1198,1.35,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,1,1,976,42,0.098,12,0.286,1283,1.31,1275,1.31,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,2,1,1024,52,0.121,4,0.077,1464,1.43,1456,1.42,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,2,2,1147,77,0.179,10,0.13,1463,1.28,1455,1.27,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
4701 Monterey Oaks Blvd,Park at Monterey Oaks,78749,East Oak Hill MF,2,2,1267,54,0.126,5,0.093,1570,1.24,1561,1.23,0.006,1999,,430,36.89,4.4,no,1,0,0,29,27,9065,90645,16.97,8.94,,
7000 Convict Hill Rd,Bell Quarry Hill,78749,West Oak Hill MF,1,1,631,32,0.216,6,0.188,1030,1.63,1022,1.62,0.008,2010,,148,7.75,6.1,Yes but not in unit,0,0,0,41,26,8550,110148,19.14,12.85,,
