Address,Building Name,Zip Code,Sub-Market,Bed,Bath,Avg SF,# Units,Mix %,Units Available - Units,Units Available - Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions - %,Year Built,Year Renovated,Units,Land (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Balcony,Walk Score,Transit Score,1-Mile Population,1-Mile Median Household Income,Miles from Domain,Miles fom Downtown,,
5112 S 1st St,Terrain,78745,South Manchaca MF,1,1,637,17,0.205,3,0.177,1050,1.65,962,1.51,0.083,1982,,83,4.43,7.2,Yes but not in unit,0,1,1,30,40,18675,58777,18.2,7,,
5112 S 1st St,Terrain,78745,South Manchaca MF,1,1,700,13,0.157,2,0.154,1027,1.47,942,1.35,0.083,1982,,83,4.43,7.2,Yes but not in unit,0,1,1,30,40,18675,58777,18.2,7,,
5112 S 1st St,Terrain,78745,South Manchaca MF,1,1,800,3,0.036,0,0,1225,1.53,1123,1.4,0.083,1982,,83,4.43,7.2,Yes but not in unit,0,1,1,30,40,18675,58777,18.2,7,,
5112 S 1st St,Terrain,78745,South Manchaca MF,2,2,850,24,0.289,3,0.125,1333,1.57,1222,1.44,0.083,1982,,83,4.43,7.2,Yes but not in unit,0,1,1,30,40,18675,58777,18.2,7,,
5816 S 1st St,The Arts at Turtle Creek,78745,Garrison Park MF,1,1,-,-,-,-,-,1050,-,969,-,0.077,2007,,95,4.62,10.5,Yes but not in unit,0,1,1,65,44,23112,56091,19.2,8,,
5816 S 1st St,The Arts at Turtle Creek,78745,Garrison Park MF,1,1,670,47,0.495,-,-,1075,1.6,992,1.48,0.077,2007,,95,4.62,10.5,Yes but not in unit,0,1,1,65,44,23112,56091,19.2,8,,
5816 S 1st St,The Arts at Turtle Creek,78745,Garrison Park MF,2,2,-,-,-,-,-,1295,-,1186,-,0.084,2007,,95,4.62,10.5,Yes but not in unit,0,1,1,65,44,23112,56091,19.2,8,,
5816 S 1st St,The Arts at Turtle Creek,78745,Garrison Park MF,2,2,915,48,0.505,5,0.104,1271,1.39,1165,1.27,0.083,2007,,95,4.62,10.5,Yes but not in unit,0,1,1,65,44,23112,56091,19.2,8,,
903-911 Battle Bend Blvd,Tramor at Oak Bend,78745,East Congress MF,1,1,520,10,0.143,0,0,850,1.63,846,1.63,0.005,1985,,70,2.25,4.3,Yes in unit,1,0,1,42,40,18291,51087,17.89,5.85,,
903-911 Battle Bend Blvd,Tramor at Oak Bend,78745,East Congress MF,1,1,675,44,0.629,1,0.023,965,1.43,961,1.42,0.005,1985,,70,2.25,4.3,Yes in unit,1,0,1,42,40,18291,51087,17.89,5.85,,
903-911 Battle Bend Blvd,Tramor at Oak Bend,78745,East Congress MF,1,1,735,6,0.086,0,0,925,1.26,921,1.25,0.005,1985,,70,2.25,4.3,Yes in unit,1,0,1,42,40,18291,51087,17.89,5.85,,
903-911 Battle Bend Blvd,Tramor at Oak Bend,78745,East Congress MF,2,2,905,10,0.143,1,0.1,1025,1.13,1015,1.12,0.01,1985,,70,2.25,4.3,Yes in unit,1,0,1,42,40,18291,51087,17.89,5.85,,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,Cherry Creek MF,1,1,594,58,0.225,3,0.052,890,1.5,883,1.49,0.008,1984,,258,10.43,7,no,1,0,1,59,37,16834,67482,17.61,8.94,,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,Cherry Creek MF,1,1,693,58,0.225,3,0.052,975,1.41,967,1.4,0.008,1984,,258,10.43,7,no,1,0,1,59,37,16834,67482,17.61,8.94,,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,Cherry Creek MF,2,1,828,48,0.186,4,0.083,1095,1.32,1041,1.26,0.05,1984,,258,10.43,7,no,1,0,1,59,37,16834,67482,17.61,8.94,,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,Cherry Creek MF,2,2,-,-,-,-,-,1158,-,1149,-,0.05,1984,,258,10.43,7,no,1,0,1,59,37,16834,67482,17.61,8.94,,
2309 Berkeley Ave,Tramor at Hunter's Glen,78745,Cherry Creek MF,2,2,883,94,0.364,2,0.021,1150,1.3,1093,1.24,0.05,1984,,258,10.43,7,no,1,0,1,59,37,16834,67482,17.61,8.94,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,1,1,655,51,0.176,3,0.059,1114,1.7,1109,1.69,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,1,1,796,54,0.186,5,0.093,1090,1.37,1085,1.36,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,1,1,857,53,0.183,0,0,1480,1.73,1473,1.72,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,2,1,932,12,0.041,0,0,1537,1.65,1530,1.64,0.5,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,2,2,932,6,0.021,0,0,1428,1.53,1421,1.52,0.5,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,2,2,"1,071",32,0.11,4,0.125,1619,1.51,1611,1.5,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,2,2,"1,126",32,0.11,1,0.031,1613,1.43,1606,1.43,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,2,2,"1,244",32,0.11,0,0,1642,1.32,1634,1.31,0.005,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
6607 Brodie Ln,The Park on Brodie Lane,78745,Cherry Creek MF,3,2,"1,367",18,0.062,4,0.222,1718,1.26,1646,1.2,0.041,1997,,290,39.67,2.4,no,1,0,1,38,28,9912,76927,17.84,10.33,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,1,1,657,46,0.142,1,0.022,1095,1.67,1056,1.61,0.036,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,1,1,759,50,0.154,6,0.12,1170,1.54,1128,1.49,0.036,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,1,1,840,46,0.142,6,0.13,1210,1.44,1167,1.39,0.036,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,1,1,926,50,0.154,3,0.06,1260,1.36,1215,1.31,0.036,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,2,2,"1,043",50,0.154,5,0.1,1430,1.37,1390,1.33,0.028,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,2,2,"1,176",50,0.154,6,0.12,1495,1.27,1453,1.24,0.028,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,2,2,"1,296",24,0.074,4,0.167,1499,1.16,1457,1.12,0.028,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
8700 Brodie Ln,The Brodie,78745,Maple Run MF,3,2,"1,395",8,0.025,6,0.75,1825,1.31,1783,1.28,0.023,2001,,324,23.91,4.3,Yes but not in unit,1,1,1,45,27,13801,82101,19.05,11.02,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,1,1,400,44,0.306,6,0.136,889,2.22,864,2.16,0.028,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,1,1,540,40,0.278,0,0,815,1.51,792,1.47,0.028,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,1,1,650,16,0.111,0,0,880,1.35,855,1.32,0.028,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,2,1,800,16,0.111,0,0,925,1.16,919,1.15,0.006,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,2,2,920,16,0.111,0,0,960,1.04,954,1.04,0.006,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
7001 Congress Ave S,Centennial Place Apartments,78745,South Austin MF,2,2,"1,000",12,0.083,0,0,1070,1.07,1063,1.06,0.006,1984,,144,0,4.9,no,0,0,0,54,46,20872,49475,19.52,7.48,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,1,1,601,59,0.168,6,0.102,1325,2.2,1312,2.18,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,1,1,746,52,0.148,4,0.077,1410,1.89,1396,1.87,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,1,1,833,58,0.165,13,0.224,1420,1.7,1406,1.69,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,1,1,844,36,0.102,0,0,1430,1.69,1416,1.68,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,1,1,869,3,0.009,0,0,1535,1.77,1519,1.75,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,032",67,0.19,6,0.09,1535,1.49,1520,1.47,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,044",4,0.011,1,0.25,1560,1.49,1544,1.48,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,134",2,0.006,0,0,1635,1.44,1619,1.43,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,140",28,0.08,5,0.179,1635,1.43,1619,1.42,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,191",28,0.08,10,0.357,1735,1.46,1718,1.44,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,235",3,0.009,2,0.667,1760,1.43,1742,1.41,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,2,2,"1,242",4,0.011,0,0,1810,1.46,1792,1.44,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
5010 S Congress Ave,Sur 512,78745,West Congress MF,3,2,"1,260",8,0.023,1,0.125,2035,1.62,2015,1.6,0.01,2016,,352,8.91,25,Yes in unit,0,1,1,53,43,16864,57049,18.38,7.33,,
6300 S Congress Ave,SOCO,78745,Sweetbriar MF,1,1,570,16,0.131,4,0.25,1000,1.75,990,1.74,0.01,2004,,122,7.21,2.5,Yes but not in unit,1,0,1,60,48,22756,52025,19.4,7.66,,
6300 S Congress Ave,SOCO,78745,Sweetbriar MF,2,1,766,16,0.131,1,0.063,1162,1.52,1159,1.51,0.003,2004,,122,7.21,2.5,Yes but not in unit,1,0,1,60,48,22756,52025,19.4,7.66,,
6300 S Congress Ave,SOCO,78745,Sweetbriar MF,2,2,872,74,0.607,4,0.054,1201,1.38,1198,1.37,0.003,2004,,122,7.21,2.5,Yes but not in unit,1,0,1,60,48,22756,52025,19.4,7.66,,
6300 S Congress Ave,SOCO,78745,Sweetbriar MF,3,2,"1,072",8,0.066,1,0.125,1594,1.49,1583,1.48,0.007,2004,,122,7.21,2.5,Yes but not in unit,1,0,1,60,48,22756,52025,19.4,7.66,,
6300 S Congress Ave,SOCO,78745,Sweetbriar MF,3,2,"1,136",8,0.066,0,0,1557,1.37,1545,1.36,0.07,2004,,122,7.21,2.5,Yes but not in unit,1,0,1,60,48,22756,52025,19.4,7.66,,
5704-5902 Cougar Dr,Arbor Coves,78745,Garrison Park MF,2,1,768,84,1,5,0.06,1200,1.56,1156,1.51,0.037,1982,,84,0.24,6,no,0,0,1,64,39,20708,57389,18.69,8.24,,
4911 Manchaca Rd,Stony Creek Apartments,78745,South Manchaca MF,1,1,481,32,0.242,1,0.031,984,2.05,980,2.04,0.004,1982,,132,5.92,2.3,Yes but not in unit,0,1,1,63,45,14736,62365,16.35,7.64,,
4911 Manchaca Rd,Stony Creek Apartments,78745,South Manchaca MF,1,1,575,84,0.636,1,0.012,1025,1.78,1021,1.78,0.004,1982,,132,5.92,2.3,Yes but not in unit,0,1,1,63,45,14736,62365,16.35,7.64,,
4911 Manchaca Rd,Stony Creek Apartments,78745,South Manchaca MF,2,2,917,16,0.121,0,0,-,-,-,-,-,1982,,132,5.92,2.3,Yes but not in unit,0,1,1,63,45,14736,62365,16.35,7.64,,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,South Manchaca MF,1,1,512,40,0.357,1,2.5,895,1.75,890,1.74,0.005,1983,,112,4.56,3.6,Yes but not in unit,1,1,1,65,35,17594,62110,16.85,8.15,,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,South Manchaca MF,1,1,665,40,0.357,1,2.5,950,1.43,945,1.42,0.005,1983,,112,4.56,3.6,Yes but not in unit,1,1,1,65,35,17594,62110,16.85,8.15,,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,South Manchaca MF,2,2,935,24,0.214,1,4.2,1100,1.18,1094,1.17,0.005,1983,,112,4.56,3.6,Yes but not in unit,1,1,1,65,35,17594,62110,16.85,8.15,,
5413 Manchaca Rd,Tramor at the Oaks Apartments,78745,South Manchaca MF,2,2,955,8,0.071,0,0,1150,1.2,1144,1.2,0.005,1983,,112,4.56,3.6,Yes but not in unit,1,1,1,65,35,17594,62110,16.85,8.15,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,1,1,625,36,0.214,3,0.083,1162,1.86,1155,1.85,0.006,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,1,1,713,24,0.143,0,0,1250,1.75,1242,1.74,0.006,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,1,1,722,24,0.143,1,0.042,1260,1.75,1252,1.73,0.006,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,1,1,806,24,0.143,1,0.042,1345,1.67,1337,1.66,0.006,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,2,2,967,36,0.214,0,0,1470,1.52,1452,1.5,0.012,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
6500 Manchaca Rd ,Trillium Terrace,78745,Cherry Creek MF,2,2,"1,060",24,0.143,1,0.042,1740,1.64,1719,1.62,0.012,2017,,168,6.34,3,Yes in unit,0,1,1,69,36,17574,68175,17.66,8.95,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,1,1,600,48,0.343,2,4.2,1075,1.79,985,1.64,0.084,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,1,1.5,660,7,0.05,0,0,1099,1.67,1007,1.53,0.084,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,2,1.5,914,28,0.2,1,3.6,1345,1.47,1233,1.35,0.083,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,2,2,869,32,0.229,2,6.3,1325,1.52,1215,1.4,0.083,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,2,2,990,2,0.014,0,0,1553,1.57,1424,1.44,0.083,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
400 Saint Elmo Rd W,The Arts at South Austin,78745,West Congress MF,2,2.5,921,23,0.164,-,-,1445,1.57,1325,1.44,0.083,1984,2007,140,6.21,5,Yes in unit,0,0,1,70,50,17995,56149,17.65,6.44,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,639,24,0.081,1,0.042,1166,1.82,1069,1.67,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,689,24,0.081,0,0,1515,2.2,1389,2.02,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,705,48,0.162,2,0.042,1195,1.7,1095,1.55,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,760,48,0.162,1,0.021,1224,1.61,1122,1.48,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,860,5,0.017,0,0,1958,2.28,1794,2.09,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,897,5,0.017,0,0,1561,1.74,1431,1.6,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,1,1,934,10,0.034,0,0,1483,1.59,1360,1.46,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,2,2,"1,085",36,0.122,3,0.083,1444,1.33,1324,1.22,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,2,2,"1,120",36,0.122,0,0,1538,1.37,1410,1.26,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,2,2,"1,226",22,0.074,0,0,2265,1.85,2076,1.69,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,2,2,"1,256",22,0.074,1,0.046,1615,1.29,1480,1.18,0.083,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
500 E Stassney Ln,Griffis SoCo Austin ,78745,East Congress MF,3,2,"1,230",16,0.054,0,0,2648,2.15,2427,1.97,0.084,2001,,296,23.45,6.1,Yes in unit,1,0,0,56,45,21284,52794,18.62,6.58,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,1,1,735,84,0.239,6,0.071,1105,1.5,1096,1.49,0.008,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,1,1,760,72,0.205,3,0.042,1135,1.49,1126,1.48,0.008,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,1,1,"1,038",24,0.068,2,0.083,1285,1.24,1275,1.23,0.008,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,2,2,"1,195",68,0.193,5,0.074,1425,1.19,1413,1.18,0.008,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,2,2,"1,260",72,0.205,7,0.097,1470,1.17,1458,1.16,0.008,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
501 E Stassney Ln,Austin City Lights,78745,Sweetbriar MF,3,2,"1,431",32,0.091,2,0.063,1760,1.23,1743,1.22,0.009,2005,,352,17.91,8,no,1,0,0,59,46,21866,52442,18.65,6.61,,
1016 W Stassney Ln,The Reserve,78745,South Manchaca MF,1,1,481,62,0.508,18,0.29,887,1.84,881,1.83,0.006,1987,,122,6.1,4.9,Yes but not in unit,1,1,1,64,38,19954,58318,18.87,7.67,,
1016 W Stassney Ln,The Reserve,78745,South Manchaca MF,1,1,588,23,0.189,6,0.261,960,1.63,954,1.62,0.006,1987,,122,6.1,4.9,Yes but not in unit,1,1,1,64,38,19954,58318,18.87,7.67,,
1016 W Stassney Ln,The Reserve,78745,South Manchaca MF,1,1,708,12,0.098,4,0.333,1014,1.43,1007,1.42,0.006,1987,,122,6.1,4.9,Yes but not in unit,1,1,1,64,38,19954,58318,18.87,7.67,,
1016 W Stassney Ln,The Reserve,78745,South Manchaca MF,1,1,860,1,0.008,0,0,1280,1.49,1272,1.48,0.006,1987,,122,6.1,4.9,Yes but not in unit,1,1,1,64,38,19954,58318,18.87,7.67,,
1016 W Stassney Ln,The Reserve,78745,South Manchaca MF,2,2,860,24,0.197,3,0.125,1150,1.34,1143,1.33,0.006,1987,,122,6.1,4.9,Yes but not in unit,1,1,1,64,38,19954,58318,18.87,7.67,,
1005 W Stassney Ln W,The Enclave,78745,Garrison Park MF,0,1,420,24,0.267,2,0.083,920,2.19,913,2.17,0.008,1982,,90,2.39,7.8,no,0,1,1,68,39,20133,57862,18.48,7.71,,
1005 W Stassney Ln W,The Enclave,78745,Garrison Park MF,0,1,432,16,0.178,2,0.125,965,2.23,958,2.22,0.008,1982,,90,2.39,7.8,no,0,1,1,68,39,20133,57862,18.48,7.71,,
1005 W Stassney Ln W,The Enclave,78745,Garrison Park MF,1,1,650,50,0.556,0,0,1015,1.56,1006,1.55,0.009,1982,,90,2.39,7.8,no,0,1,1,68,39,20133,57862,18.48,7.71,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,1,1,518,52,0.204,2,0.039,900,1.74,892,1.72,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,1,1,577,31,0.122,1,0.032,945,1.64,936,1.62,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,1,1,664,56,0.22,3,0.054,975,1.47,966,1.45,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,1,1,725,28,0.11,3,0.107,920,1.27,912,1.26,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,2,1,850,56,0.22,6,0.107,1000,1.18,991,1.17,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
739 William Cannon Dr W,Canvas Apartments,78745,South Austin MF,2,2,885,32,0.125,6,0.188,1140,1.29,1130,1.28,0.009,1984,,255,8.78,9,Yes in unit,1,1,0,65,41,20412,55174,20.24,8.17,,
409 E William Cannon Dr ,The Violet,78745,South Austin MF,1,1,481,44,0.275,0,0,898,1.87,898,1.87,0,1984,2005,160,7.44,2.5,no,0,1,1,70,48,24008,49409,19.4,7.36,,
409 E William Cannon Dr ,The Violet,78745,South Austin MF,1,1,575,64,0.4,6,0.094,975,1.7,975,1.7,0,1984,2005,160,7.44,2.5,no,0,1,1,70,48,24008,49409,19.4,7.36,,
409 E William Cannon Dr ,The Violet,78745,South Austin MF,2,1,847,16,0.1,0,0,1182,1.4,1182,1.4,0,1984,2005,160,7.44,2.5,no,0,1,1,70,48,24008,49409,19.4,7.36,,
409 E William Cannon Dr ,The Violet,78745,South Austin MF,2,2,917,32,0.2,4,0.125,1233,1.34,1233,1.34,0,1984,2005,160,7.44,2.5,no,0,1,1,70,48,24008,49409,19.4,7.36,,
409 E William Cannon Dr ,The Violet,78745,South Austin MF,2,2,"1,100",4,0.025,2,0.5,1380,1.25,1380,1.25,0,1984,2005,160,7.44,2.5,no,0,1,1,70,48,24008,49409,19.4,7.36,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,1,1,565,51,0.149,10,0.196,805,1.42,800,1.42,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,1,1,665,51,0.149,2,0.039,880,1.32,875,1.32,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,1,1,700,52,0.152,6,0.115,905,1.29,899,1.28,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,1,1,800,51,0.149,1,0.02,880,1.1,875,1.09,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,2,1,840,35,0.102,4,0.114,965,1.15,959,1.14,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,2,2,900,35,0.102,10,0.286,1055,1.17,1048,1.16,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
