Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available 0 Units,Units Available 0 Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions 0 %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,10Mile Population,10Mile Median Household Income,Miles from Domain,Miles fom Downtown,
1845 Burton Dr,Alister Apartments,78741,1,1,700,27,16.60%,0,0.00%,"1,050.00",1.50,"1,028.00",1.47,2.10%,1973,1973,163,4.31,14.10%,Yes in unit,1,1,65,53,"42,937","38,314",14.44,3.87,
1845 Burton Dr,Alister Apartments,78741,2,2,"1,000",27,16.60%,3,11.10%,"1,300.00",1.30,"1,246.00",1.25,4.20%,1973,1973,163,4.31,14.10%,Yes in unit,1,1,65,53,"42,937","38,314",14.44,3.87,
1900 Burton Dr,Easton Hills,78741,0,1,551,22,16.40%,0,0.00%,881.00,1.60,879.00,1.60,0.20%,1972,1972,134,4.76,1.50%,Yes in unit,1,1,63,52,"40,568","38,925",14.92,3.54,
1900 Burton Dr,Easton Hills,78741,1,1,726,90,67.20%,5,5.60%,925.00,1.27,922.00,1.27,0.30%,1972,1972,134,4.76,1.50%,Yes in unit,1,1,63,52,"40,568","38,925",14.92,3.54,
1900 Burton Dr,Easton Hills,78741,2,2,939,22,16.40%,2,9.10%,"1,181.00",1.26,"1,174.00",1.25,0.60%,1972,1972,134,4.76,1.50%,Yes in unit,1,1,63,52,"40,568","38,925",14.92,3.54,
1919 Burton Road,Emerson Apartments,78741,0,1,360,52,22.20%,1,1.90%,850.00,2.36,850.00,2.36,0.00%,1973,1973,234,5.64,12.40%,Yes in unit,1,1,66,55,"41,305","38,883",14.92,3.54,
1919 Burton Road,Emerson Apartments,78741,1,1,575,87,37.20%,2,2.30%,916.00,1.59,907.00,1.58,1.00%,1973,1973,234,5.64,12.40%,Yes in unit,1,1,66,55,"41,305","38,883",14.92,3.54,
1919 Burton Road,Emerson Apartments,78741,2,1.5,"1,184",56,23.90%,3,5.40%,"1,355.00",1.14,"1,336.00",1.13,1.40%,1973,1973,234,5.64,12.40%,Yes in unit,1,1,66,55,"41,305","38,883",14.92,3.54,
1919 Burton Road,Emerson Apartments,78741,2,2,932,39,16.70%,1,2.60%,"1,250.00",1.34,"1,233.00",1.32,1.40%,1973,1973,234,5.64,12.40%,Yes in unit,1,0,66,55,"41,305","38,883",14.92,3.54,
2101 Burton Dr,The Array,78741,1,1,700,112,30.30%,5,4.50%,860.00,1.23,860.00,1.23,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,1,1,747,48,13.00%,1,2.10%,970.00,1.30,970.00,1.30,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,1,1,760,36,9.70%,6,16.70%,910.00,1.20,910.00,1.20,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,2,1,932,95,25.70%,5,5.30%,"1,060.00",1.14,"1,060.00",1.14,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,2,1,"1,740",1,0.30%,0,0.00%,"2,072.00",1.19,"2,072.00",1.19,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,2,1.5,"1,187",26,7.00%,3,11.50%,"1,355.00",1.14,"1,355.00",1.14,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,2,2,980,1,0.30%,0,0.00%,"1,066.00",1.09,"1,066.00",1.09,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,2,2,"1,316",37,10.00%,1,2.70%,"1,355.00",1.03,"1,355.00",1.03,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,1,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,3,2,"1,387",13,3.50%,0,0.00%,"1,580.00",1.14,"1,580.00",1.14,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,1,0,61,53,"41,397","38,667",14.65,4.08,
2101 Burton Dr,The Array,78741,3,2,"1,427",1,0.30%,0,0.00%,"1,610.00",1.13,"1,610.00",1.13,0.00%,1972,2015,370,14.48,8.90%,Yes in unit,0,1,61,53,"41,397","38,667",14.65,4.08,
2239 Cromwell Cir,Hawthorne at the District,78741,1,1,475,48,16.90%,3,6.30%,764.00,1.61,761.00,1.60,0.30%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,1,1,575,48,16.90%,2,4.20%,959.00,1.67,956.00,1.66,0.30%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,1,1,635,64,22.50%,2,3.10%,"1,023.00",1.61,"1,020.00",1.61,0.30%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,1,1,735,48,16.90%,2,4.20%,"1,342.00",1.83,"1,338.00",1.82,0.30%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,2,1,825,36,12.70%,3,8.30%,"1,113.00",1.35,"1,108.00",1.34,0.50%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,2,2,945,24,8.50%,3,12.50%,"1,383.00",1.46,"1,377.00",1.46,0.50%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2239 Cromwell Cir,Hawthorne at the District,78741,2,2,975,16,5.60%,2,12.50%,"1,625.00",1.67,"1,618.00",1.66,0.50%,1984,1984,284,12.20,1.40%,Yes in unit,1,1,34,53,"34,523","33,078",15.01,4.44,
2425 Cromwell Cir,Coppertree,78741,1,1,485,30,11.90%,1,3.30%,903.00,1.86,898.00,1.85,0.50%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2425 Cromwell Cir,Coppertree,78741,1,1,582,90,35.70%,4,4.40%,776.00,1.33,772.00,1.33,0.50%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2425 Cromwell Cir,Coppertree,78741,1,1,663,36,14.30%,1,2.80%,986.00,1.49,980.00,1.48,0.50%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2425 Cromwell Cir,Coppertree,78741,1,1,760,36,14.30%,2,5.60%,919.00,1.21,914.00,1.20,0.60%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2425 Cromwell Cir,Coppertree,78741,2,2,825,30,11.90%,2,6.70%,"1,039.00",1.26,"1,033.00",1.25,0.60%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2425 Cromwell Cir,Coppertree,78741,2,2,925,30,11.90%,1,3.30%,"1,085.00",1.17,"1,079.00",1.17,0.50%,1985,2005,252,12.99,4.00%,Yes in unit,1,1,49,53,"31,813","34,873",15.01,4.53,
2430 Cromwell Cir,Lexington Hills,78741,1,1,545,16,6.70%,1,6.30%,739.00,1.36,736.00,1.35,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,1,1,44,53,"33,559","34,403",15,4.45,
2430 Cromwell Cir,Lexington Hills,78741,1,1,603,84,35.30%,2,2.40%,769.00,1.28,765.00,1.27,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,1,1,44,53,"33,559","34,403",15,4.45,
2430 Cromwell Cir,Lexington Hills,78741,1,1,787,41,17.20%,1,2.40%,839.00,1.07,835.00,1.06,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,1,1,44,53,"33,559","34,403",15,4.45,
2430 Cromwell Cir,Lexington Hills,78741,2,1,914,16,6.70%,1,6.30%,969.00,1.06,965.00,1.06,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,1,1,44,53,"33,559","34,403",15,4.45,
2430 Cromwell Cir,Lexington Hills,78741,2,2,"1,009",23,9.70%,1,4.40%,979.00,0.97,974.00,0.97,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,1,0,44,53,"33,559","34,403",15,4.45,
2430 Cromwell Cir,Lexington Hills,78741,2,2,"1,084",58,24.40%,2,3.50%,989.00,0.91,984.00,0.91,0.50%,1979,1979,238,10.22,2.90%,Yes in unit,0,1,44,53,"33,559","34,403",15,4.45,
1500 Crossing Pl,Belara Austin,78741,0,1,500,1,0.60%,0,0.00%,980.00,1.96,980.00,1.96,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
1500 Crossing Pl,Belara Austin,78741,2,2,796,71,45.50%,3,4.20%,"1,265.00",1.59,"1,265.00",1.59,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
1500 Crossing Pl,Belara Austin,78741,2,2,"1,080",24,15.40%,0,0.00%,"1,600.00",1.48,"1,600.00",1.48,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
1500 Crossing Pl,Belara Austin,78741,2,2.5,"1,026",48,30.80%,3,6.30%,"1,560.00",1.52,"1,560.00",1.52,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
1500 Crossing Pl,Belara Austin,78741,3,2,"1,208",6,3.80%,2,33.30%,"1,730.00",1.43,"1,730.00",1.43,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
1500 Crossing Pl,Belara Austin,78741,3,3,"1,312",6,3.80%,0,0.00%,"1,955.00",1.49,"1,955.00",1.49,0.00%,2000,2016,156,11.39,4.50%,Yes in unit,1,1,33,55,"32,379","33,203",14.98,4.91,
2336 Douglas St,Chandelier,78741,1,1,527,196,58.30%,3,1.50%,910.00,1.73,910.00,1.73,0.00%,1987,1987,336,13.07,8.90%,Yes in unit,1,1,41,50,"33,712","37,915",14.96,4.39,
2336 Douglas St,Chandelier,78741,1,1,672,96,28.60%,3,3.10%,"1,015.00",1.51,"1,015.00",1.51,0.00%,1987,1987,336,13.07,8.90%,Yes in unit,1,1,41,50,"33,712","37,915",14.96,4.39,
2336 Douglas St,Chandelier,78741,2,1.3,892,44,13.10%,3,6.80%,"1,185.00",1.33,"1,185.00",1.33,0.00%,1987,1987,336,13.07,8.90%,Yes in unit,1,1,41,50,"33,712","37,915",14.96,4.39,
2101 Elmont Dr,Mesh Apartments,78741,0,1,250,27,9.00%,0,0.00%,805.00,3.22,805.00,3.22,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,0,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,0,1,300,36,12.00%,2,5.60%,984.00,3.28,984.00,3.28,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,0,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,0,1,314,35,11.70%,0,0.00%,830.00,2.64,830.00,2.64,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,0,1,434,20,6.70%,0,0.00%,"1,041.00",2.40,"1,041.00",2.40,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,0,1,516,20,6.70%,0,0.00%,"1,125.00",2.18,"1,125.00",2.18,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,450,8,2.70%,4,50.00%,"1,090.00",2.42,"1,090.00",2.42,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,516,10,3.30%,0,0.00%,"1,010.00",1.96,"1,010.00",1.96,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,588,11,3.70%,0,0.00%,"1,283.00",2.18,"1,283.00",2.18,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,603,10,3.30%,0,0.00%,"1,236.00",2.05,"1,236.00",2.05,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,623,10,3.30%,0,0.00%,"1,012.00",1.62,"1,012.00",1.62,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,625,10,3.30%,0,0.00%,905.00,1.45,905.00,1.45,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,735,11,3.70%,0,0.00%,"1,080.00",1.47,"1,080.00",1.47,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,0,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,1,1,781,6,2.00%,0,0.00%,"1,354.00",1.73,"1,354.00",1.73,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,0,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,1,750,20,6.70%,0,0.00%,"1,040.00",1.39,"1,040.00",1.39,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,1,943,10,3.30%,0,0.00%,"1,480.00",1.57,"1,480.00",1.57,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,1,"1,047",4,1.30%,0,0.00%,"1,518.00",1.45,"1,518.00",1.45,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,1,"1,088",7,2.30%,0,0.00%,"1,626.00",1.49,"1,626.00",1.49,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,2,863,10,3.30%,0,0.00%,"1,440.00",1.67,"1,440.00",1.67,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,2,924,5,1.70%,0,0.00%,"1,320.00",1.43,"1,320.00",1.43,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,2,940,10,3.30%,0,0.00%,"1,947.00",2.07,"1,947.00",2.07,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,2,941,10,3.30%,0,0.00%,"1,355.00",1.44,"1,355.00",1.44,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,2,2,"1,093",6,2.00%,0,0.00%,"1,722.00",1.58,"1,722.00",1.58,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
2101 Elmont Dr,Mesh Apartments,78741,3,2,"1,326",4,1.30%,0,0.00%,"1,816.00",1.37,"1,816.00",1.37,0.00%,1968,1968,300,3.78,6.00%,Yes in unit,1,1,69,52,"36,745","38,052",13.9,3.4,
251002520 Elmont Dr,Waterloo East,78741,0,1,0,0,0.00%,0,0.00%,838.00,0.00,833.00,0.00,0.60%,1972,1972,85,2.04,7.10%,Yes in unit,1,1,60,53,"33,459","36,430",14.3,3.7,
